show server inventory | grep UCSC-C | tr -s ' ' , | cut -d ',' -f 1,2
1,UCSC-C220-M3S
2,UCSC-C220-M3S
3,UCSC-C220-M3S
4,UCSC-C220-M3S
5,UCSC-C220-M3S
6,UCSC-C220-M3S
7,UCSC-C220-M3S
8,UCSC-C220-M3S
9,UCSC-C220-M3S
10,UCSC-C220-M3S
11,UCSC-C220-M3S
12,UCSC-C220-M3S
13,UCSC-C220-M3S
14,UCSC-C220-M3S
15,UCSC-C220-M3S
16,UCSC-C220-M3S
17,UCSC-C220-M3S
18,UCSC-C220-M3S
svl-cc-ucs01-B# 
